movie_title,Watch[1] or Not[0]
From Paris with LoveåÊ,62
Bulletproof MonkåÊ,62
"Me, Myself & IreneåÊ",79
BarnyardåÊ,68
Deck the HallsåÊ,37
The Twilight Saga: New MoonåÊ,26
ShrekåÊ,87
The Adjustment BureauåÊ,92
Robin Hood: Prince of ThievesåÊ,67
Jerry MaguireåÊ,93
TedåÊ,39
As Good as It GetsåÊ,59
Patch AdamsåÊ,30
Anchorman 2: The Legend ContinuesåÊ,33
Mr. DeedsåÊ,40
Super 8åÊ,40
Erin BrockovichåÊ,94
How to Lose a Guy in 10 DaysåÊ,20
22 Jump StreetåÊ,78
Interview with the Vampire: The Vampire ChroniclesåÊ,20
Yes ManåÊ,91
Central IntelligenceåÊ,40
StepmomåÊ,79
Daddy's HomeåÊ,59
Into the WoodsåÊ,40
Inside ManåÊ,2
PaybackåÊ,38
CongoåÊ,38
We Bought a ZooåÊ,21
KnowingåÊ,77
Failure to LaunchåÊ,2
The Ring TwoåÊ,21
"Crazy, Stupid, Love.åÊ",89
GarfieldåÊ,21
Christmas with the KranksåÊ,68
MoneyballåÊ,21
OutbreakåÊ,10
Non-StopåÊ,79
Race to Witch MountainåÊ,10
V for VendettaåÊ,46
Shanghai KnightsåÊ,41
UnforgottenåÊ            ,25
Curious GeorgeåÊ,60
Herbie Fully LoadedåÊ,10
Don't Say a WordåÊ,22
Hansel & Gretel: Witch HuntersåÊ,22
UnfaithfulåÊ,52
I Am Number FouråÊ,22
SyrianaåÊ,81
13 HoursåÊ,52
The Book of LifeåÊ,81
FirewallåÊ,6
Absolute PoweråÊ,81
G.I. JaneåÊ,6
The GameåÊ,6
Silent HillåÊ,6
The ReplacementsåÊ,50
American ReunionåÊ,22
The NegotiatoråÊ,50
Into the StormåÊ,6
Beverly Hills Cop IIIåÊ,73
Gremlins 2: The New BatchåÊ,73
The JudgeåÊ,6
The PeacemakeråÊ,73
Resident Evil: ApocalypseåÊ,81
Bridget Jones: The Edge of ReasonåÊ,28
Out of TimeåÊ,28
On Deadly GroundåÊ,56
The Adventures of Sharkboy and Lavagirl 3-DåÊ,28
The BeachåÊ,28
Raising HelenåÊ,56
Ninja AssassinåÊ,56
For Love of the GameåÊ,37
A Touch of FroståÊ            ,25
StripteaseåÊ,12
MarmadukeåÊ,12
HereafteråÊ,12
Murder by NumbersåÊ,57
AssassinsåÊ,72
Hannibal RisingåÊ,13
The Story of UsåÊ,13
The HoståÊ,13
BasicåÊ,25
Blood WorkåÊ,25
The InternationalåÊ,25
Escape from L.A.åÊ,25
TwistedåÊ            ,25
The Iron GiantåÊ,62
The Life Aquatic with Steve ZissouåÊ,97
Free State of JonesåÊ,0
The Life of David GaleåÊ,86
Man of the HouseåÊ,86
Run All NightåÊ,25
Eastern PromisesåÊ,43
Into the BlueåÊ,86
The Messenger: The Story of Joan of ArcåÊ,23
Your HighnessåÊ,0
Dream HouseåÊ,0
Mad CityåÊ,42
Baby's Day OutåÊ,43
The Scarlet LetteråÊ,42
Fair GameåÊ,42
DefianceåÊ            ,25
DominoåÊ,42
JadeåÊ,42
GameråÊ,0
Beautiful CreaturesåÊ,86
Death to SmoochyåÊ,14
Zoolander 2åÊ,72
The Big BounceåÊ,88
What Planet Are You From?åÊ,88
Drive AngryåÊ,42
Street Fighter: The Legend of Chun-LiåÊ,14
The OneåÊ,50
OutlanderåÊ            ,25
The Adventures of Ford FairlaneåÊ,0
Pirate RadioåÊ,14
TrafficåÊ,94
Indiana Jones and the Last CrusadeåÊ,55
Anna KareninaåÊ,74
ChappieåÊ,57
The Bone CollectoråÊ,10
Panic RoomåÊ,91
The Tooth FairyåÊ,25
Three KingsåÊ,41
Child 44åÊ,66
Rat RaceåÊ,22
K-PAXåÊ,81
Kate & LeopoldåÊ,6
BedazzledåÊ,56
The Cotton ClubåÊ,25
3:10 to YumaåÊ,52
Taken 3åÊ,2
Out of SightåÊ,56
The Cable GuyåÊ,41
EarthåÊ,5
Dick TracyåÊ,20
The Thomas Crown AffairåÊ,46
Riding in Cars with BoysåÊ,72
First BloodåÊ,25
SolarisåÊ,25
Happily N'Ever AfteråÊ,83
Mary ReillyåÊ,88
My Best Friend's WeddingåÊ,40
America's SweetheartsåÊ,16
InsomniaåÊ,10
Star Trek: First ContactåÊ,79
Jonah HexåÊ,42
Courage Under FireåÊ,60
Liar LiaråÊ,69
The InfiltratoråÊ,83
InchonåÊ,25
The FlintstonesåÊ,61
Taken 2åÊ,65
Scary Movie 3åÊ,58
Miss CongenialityåÊ,58
Journey to the Center of the EarthåÊ,76
The Princess Diaries 2: Royal EngagementåÊ,91
The Pelican BriefåÊ,76
The ClientåÊ,16
The Bucket ListåÊ,16
Patriot GamesåÊ,38
Monster-in-LawåÊ,38
PrisonersåÊ,41
Training DayåÊ,21
Galaxy QueståÊ,46
Scary Movie 2åÊ,46
The MuppetsåÊ,2
BladeåÊ,46
Coach CarteråÊ,10
Changing LanesåÊ,10
AnacondaåÊ,10
Coyote UglyåÊ,41
Love ActuallyåÊ,60
A Bug's LifeåÊ,51
From HellåÊ,57
The SpecialiståÊ,60
Tin CupåÊ,52
"Yours, Mine and OursåÊ",25
Kicking & ScreamingåÊ,52
The Hitchhiker's Guide to the GalaxyåÊ,81
Fat AlbertåÊ,6
Resident Evil: ExtinctionåÊ,81
BlendedåÊ,6
Last HolidayåÊ,56
The River WildåÊ,6
The Indian in the CupboardåÊ,75
SavagesåÊ,6
CellularåÊ,57
Johnny EnglishåÊ,13
The Ant BullyåÊ,13
DuneåÊ,13
Across the UniverseåÊ,97
Revolutionary RoadåÊ,62
16 BlocksåÊ,75
Babylon A.D.åÊ,62
The Glimmer ManåÊ,0
MultiplicityåÊ,0
Aliens in the AtticåÊ,25
The PledgeåÊ,86
The ProducersåÊ,86
DreddåÊ,23
The PhantomåÊ,43
All the Pretty HorsesåÊ,83
NixonåÊ,23
The Ghost WriteråÊ,83
Deep RisingåÊ,42
Miracle at St. AnnaåÊ,14
Curse of the Golden FloweråÊ,88
Bangkok DangerousåÊ,83
Big TroubleåÊ,14
Love in the Time of CholeraåÊ,63
The ReturnedåÊ            ,25
Shadow ConspiracyåÊ,33
Johnny English RebornåÊ,14
Foodfight!åÊ,25
ArgoåÊ,30
The FugitiveåÊ,96
The Bounty HunteråÊ,10
SleepersåÊ,52
Rambo: First Blood Part IIåÊ,59
The JuroråÊ,50
PinocchioåÊ,89
Heaven's GateåÊ,66
Underworld: EvolutionåÊ,92
Victor FrankensteinåÊ,88
Finding ForresteråÊ,81
28 DaysåÊ,75
UnleashedåÊ,97
The Sweetest ThingåÊ,97
The FirmåÊ,29
Charlie St. CloudåÊ,57
The MechanicåÊ,72
21 Jump StreetåÊ,65
Notting HillåÊ,64
Chicken RunåÊ,58
Along Came PollyåÊ,2
BoomerangåÊ,46
The HeatåÊ,29
CleopatraåÊ,60
Here Comes the BoomåÊ,50
High CrimesåÊ,73
The Mirror Has Two FacesåÊ,73
The Mothman PropheciesåÊ,37
BrÌ_noåÊ,41
Licence to KillåÊ,37
Red Riding HoodåÊ,56
15 MinutesåÊ,97
Super Mario Bros.åÊ,0
Lord of WaråÊ,97
HeroåÊ,5
One for the MoneyåÊ,25
The InterviewåÊ,88
The Warrior's WayåÊ,88
McHale's NavyåÊ            ,25
MicmacsåÊ,66
8 MileåÊ,64
Animal Kingdom: Let's go ApeåÊ,25
A Knight's TaleåÊ,22
The MedallionåÊ,62
The Sixth SenseåÊ,26
Man on a LedgeåÊ,86
The Big YearåÊ,88
The Karate KidåÊ,79
American HustleåÊ,59
The ProposalåÊ,51
Double JeopardyåÊ,64
Back to the Future Part IIåÊ,64
LucyåÊ,40
Fifty Shades of GreyåÊ,67
Spy Kids 3-D: Game OveråÊ,34
A Time to KillåÊ,58
Cheaper by the DozenåÊ,65
Lone SurvivoråÊ,94
A League of Their OwnåÊ,58
The Conjuring 2åÊ,20
The Social NetworkåÊ,91
He's Just Not That Into YouåÊ,16
Scary Movie 4åÊ,79
Scream 3åÊ,2
Back to the Future Part IIIåÊ,2
Get HardåÊ,79
Bram Stoker's DraculaåÊ,38
Julie & JuliaåÊ,16
42åÊ,91
The Talented Mr. RipleyåÊ,38
Dumb and Dumber ToåÊ,89
Eight BelowåÊ,38
The InternåÊ,21
Ride Along 2åÊ,79
The Last of the MohicansåÊ,68
RayåÊ,21
Sin CityåÊ,68
Vantage PointåÊ,68
"I Love You, ManåÊ",46
Shallow HalåÊ,46
JFKåÊ,46
Big Momma's House 2åÊ,46
The MexicanåÊ,10
UnbrokenåÊ,64
17 AgainåÊ,92
The Other WomanåÊ,89
The Final DestinationåÊ,10
Bridge of SpiesåÊ,68
Behind Enemy LinesåÊ,60
Get Him to the GreekåÊ,41
Shall We DanceåÊ,60
Small SoldiersåÊ,52
SpawnåÊ,22
The Count of Monte CristoåÊ,52
The Lincoln LawyeråÊ,60
UnknownåÊ,41
The PrestigeåÊ,52
Horrible Bosses 2åÊ,52
Escape from Planet EarthåÊ,22
ApocalyptoåÊ,81
The Living DaylightsåÊ,81
PredatorsåÊ,81
Legal EaglesåÊ,81
Secret WindowåÊ,6
The Lake HouseåÊ,52
The Skeleton KeyåÊ,6
The Odd Life of Timothy GreenåÊ,81
Made of HonoråÊ,50
Jersey BoysåÊ,6
The RainmakeråÊ,50
GothikaåÊ,41
AmistadåÊ,50
Medicine ManåÊ,50
Aliens vs. Predator: RequiemåÊ,73
Riå¢hie Riå¢håÊ,56
Autumn in New YorkåÊ,56
Music and LyricsåÊ,81
PaulåÊ,56
The Guilt TripåÊ,75
Scream 4åÊ,56
8MMåÊ,75
The DoorsåÊ,37
Sex TapeåÊ,56
Hanging UpåÊ,75
Final Destination 5åÊ,73
Mickey Blue EyesåÊ,12
Pay It ForwardåÊ,12
Fever PitchåÊ,73
ArthuråÊ            ,25
Drillbit TayloråÊ,12
A Million Ways to Die in the WeståÊ,73
The ShadowåÊ,57
Extremely Loud & Incredibly CloseåÊ,57
Morning GloryåÊ,57
Get Rich or Die Tryin'åÊ,57
The Art of WaråÊ,72
RentåÊ,72
Bless the ChildåÊ,72
The Out-of-TownersåÊ,13
The Island of Dr. MoreauåÊ,13
The MusketeeråÊ,13
The Other Boleyn GirlåÊ,13
Sweet NovemberåÊ,25
The ReapingåÊ,25
Mean StreetsåÊ,5
Renaissance ManåÊ,97
ColombianaåÊ,75
The Magic Sword: Quest for CamelotåÊ,62
City by the SeaåÊ,62
At First SightåÊ,62
TorqueåÊ,0
City HallåÊ,0
ShowgirlsåÊ,0
Marie AntoinetteåÊ,83
Kiss of DeathåÊ,83
Get CarteråÊ,83
The ImpossibleåÊ,86
IshtaråÊ,23
Fantastic Mr. FoxåÊ,0
Life or Something Like ItåÊ,23
Memoirs of an Invisible ManåÊ,23
AmÌ©lieåÊ,12
New York MinuteåÊ,23
AlfieåÊ,23
Big MiracleåÊ,0
The Deep End of the OceanåÊ,23
FeardotcomåÊ,23
Cirque du Freak: The Vampire's AssistantåÊ,23
Victor FrankensteinåÊ,88
DuplexåÊ,42
Soul MenåÊ,74
Raise the TitanicåÊ,88
Universal Soldier: The ReturnåÊ,42
PandorumåÊ,42
ImpostoråÊ,88
Extreme OpsåÊ,63
Just VisitingåÊ,63
SunshineåÊ,33
A Thousand WordsåÊ,86
DelgoåÊ,5
The GunmanåÊ,42
Alex Rider: Operation StormbreakeråÊ,5
DisturbiaåÊ,77
HackersåÊ,14
The Hunting PartyåÊ,66
The Hudsucker ProxyåÊ,33
The WarlordsåÊ,5
Nomad: The WarrioråÊ,5
SnowpierceråÊ,63
A Monster in ParisåÊ,25
The Last ShotåÊ,5
The CrowåÊ,81
Baahubali: The BeginningåÊ,88
The Time Traveler's WifeåÊ,92
Because I Said SoåÊ,73
The Fast and the FuriousåÊ,4
FrankenweenieåÊ,37
SerenityåÊ,25
Against the RopesåÊ,88
Superman IIIåÊ,41
Grudge MatchåÊ,72
Red CliffåÊ,5
Sweet Home AlabamaåÊ,40
The Ugly TruthåÊ,2
Sgt. BilkoåÊ,72
Spy Kids 2: Island of Lost DreamsåÊ,89
Star Trek: GenerationsåÊ,21
The GrandmasteråÊ,88
Water for ElephantsåÊ,60
3rd Rock from the SunåÊ            ,25
Dragon Nest: Warriors' DawnåÊ,25
The HurricaneåÊ,81
EnoughåÊ,28
HeartbreakersåÊ,28
Paul Blart: Mall Cop 2åÊ,46
Angel EyesåÊ,97
Joe SomebodyåÊ,62
The Ninth GateåÊ,86
Extreme MeasuresåÊ,43
Rock StaråÊ,43
PreciousåÊ,6
White SquallåÊ,42
The ThingåÊ,23
RiddickåÊ,73
SwitchbackåÊ,88
Texas RangersåÊ,5
City of EmberåÊ,14
The MasteråÊ,83
Virgin TerritoryåÊ,25
The ExpressåÊ,42
The 5th WaveåÊ,37
CreedåÊ,58
The TownåÊ,16
What to Expect When You're ExpectingåÊ,28
Burn After ReadingåÊ,41
Nim's IslandåÊ,6
RushåÊ,13
MagnoliaåÊ,62
Cop OutåÊ,50
How to Be SingleåÊ,6
Dolphin TaleåÊ,68
TwilightåÊ,78
John QåÊ,46
Blue StreakåÊ,46
We're the MillersåÊ,59
Obitaemyy ostrovåÊ,25
BreakdownåÊ,81
Never Say Never AgainåÊ,22
Hot Tub Time MachineåÊ,81
Dolphin Tale 2åÊ,73
Reindeer GamesåÊ,62
A Man ApartåÊ,25
AlohaåÊ,0
Ghosts of MississippiåÊ,74
Snow Falling on CedarsåÊ,23
The RiteåÊ,12
GattacaåÊ,74
Isn't She GreatåÊ,33
Space ChimpsåÊ,72
Head of StateåÊ,56
The HangoveråÊ,44
Ip Man 3åÊ,33
Austin Powers: The Spy Who Shagged MeåÊ,24
BatmanåÊ,17
There Be DragonsåÊ,66
Lethal Weapon 3åÊ,4
The Blind SideåÊ,98
Rush HouråÊ            ,25
Spy KidsåÊ,34
Horrible BossesåÊ,64
True GritåÊ,9
The Devil Wears PradaåÊ,94
Star Trek: The Motion PictureåÊ,38
Identity ThiefåÊ,30
Cape FearåÊ,77
21åÊ,38
TrainwreckåÊ,58
Guess WhoåÊ,10
The English PatientåÊ,77
L.A. ConfidentialåÊ,92
Sky HighåÊ,92
In & OutåÊ,92
SpeciesåÊ,41
A Nightmare on Elm StreetåÊ,25
The CellåÊ,41
The Man in the Iron MaskåÊ,22
SecretariatåÊ,41
TMNTåÊ,52
RadioåÊ,52
Friends with BenefitsåÊ,22
Neighbors 2: Sorority RisingåÊ,22
Saving Mr. BanksåÊ,38
Malcolm XåÊ,6
This Is 40åÊ,10
Old DogsåÊ,81
Underworld: Rise of the LycansåÊ,50
License to WedåÊ,50
The BenchwarmersåÊ,60
Must Love DogsåÊ,50
Donnie BrascoåÊ,73
Resident EvilåÊ,28
PoltergeiståÊ,21
The LadykillersåÊ,28
Max PayneåÊ,28
In TimeåÊ,56
The Back-up PlanåÊ,56
Something BorrowedåÊ,56
Hit the FlooråÊ            ,25
Black KnightåÊ,12
The Bad News BearsåÊ,25
Street FighteråÊ,12
The PianiståÊ,12
From HellåÊ,57
The Nativity StoryåÊ,56
House of WaxåÊ,57
CloseråÊ,37
J. EdgaråÊ,56
MirrorsåÊ,72
Queen of the DamnedåÊ,72
Predator 2åÊ,72
UntraceableåÊ,72
Blast from the PaståÊ,25
Flash GordonåÊ,25
Jersey GirlåÊ,25
Alex CrossåÊ,25
Midnight in the Garden of Good and EvilåÊ,25
HeiståÊ,25
Nanny McPhee ReturnsåÊ,72
HoffaåÊ,97
The X Files: I Want to BelieveåÊ,0
Ella EnchantedåÊ,62
ConcussionåÊ,37
AbductionåÊ,13
ValiantåÊ,86
Wonder BoysåÊ,86
Superhero MovieåÊ,25
Broken CityåÊ,86
CursedåÊ,86
Premium RushåÊ,0
Hot PursuitåÊ,37
The Four FeathersåÊ,86
ParkeråÊ,43
WimbledonåÊ,43
Furry VengeanceåÊ,43
BaitåÊ,25
KrullåÊ,25
Lions for LambsåÊ,83
Flight of the IntruderåÊ,23
Walk Hard: The Dewey Cox StoryåÊ,86
The Shipping NewsåÊ,74
American OutlawsåÊ,23
The Young VictoriaåÊ,42
WhiteoutåÊ,42
The Tree of LifeåÊ,23
Knock OffåÊ,42
SabotageåÊ,42
The OrderåÊ,14
Punisher: War ZoneåÊ,14
ZoomåÊ,74
The WalkåÊ,42
Warriors of VirtueåÊ,88
A Good YearåÊ,14
LutheråÊ            ,25
Radio FlyeråÊ,63
"Blood In, Blood OutåÊ",63
Smilla's Sense of SnowåÊ,33
Femme FataleåÊ,88
Lion of the DesertåÊ,25
The Horseman on the RoofåÊ,66
Ride with the DevilåÊ,5
BiutifulåÊ,63
The LoversåÊ,25
BandidasåÊ,25
Black Water TransitåÊ,25
The Maze RunneråÊ,20
Unfinished BusinessåÊ,42
The Age of InnocenceåÊ,57
The FountainåÊ,42
Chill FactoråÊ,42
StolenåÊ,5
PonyoåÊ,83
The Longest RideåÊ,56
The Astronaut's WifeåÊ,42
I Dreamed of AfricaåÊ,88
Playing for KeepsåÊ,23
Mandela: Long Walk to FreedomåÊ,14
RedsåÊ,25
A Few Good MenåÊ,65
Exit WoundsåÊ,81
Big Momma's HouseåÊ,64
Thunder and the House of MagicåÊ,5
The Darkest HouråÊ,0
Step Up RevolutionåÊ,37
Snakes on a PlaneåÊ,37
The WatcheråÊ,72
The PunisheråÊ,12
Goal! The Dream BeginsåÊ,63
SafeåÊ,43
Pushing TinåÊ,14
Star Wars: Episode VI - Return of the JediåÊ,100
DoomsdayåÊ,42
The ReaderåÊ,37
WanderluståÊ,43
ElfåÊ,9
PhenomenonåÊ,20
Snow DogsåÊ,38
ScroogedåÊ,41
Nacho LibreåÊ,77
BridesmaidsåÊ,67
This Is the EndåÊ,76
StigmataåÊ,81
Men of HonoråÊ,6
TakersåÊ,60
The Big WeddingåÊ,62
"Big Mommas: Like Father, Like SonåÊ",56
Source CodeåÊ,22
AliveåÊ,75
The Number 23åÊ,37
The Young and Prodigious T.S. SpivetåÊ,5
1941åÊ,25
Dreamer: Inspired by a True StoryåÊ,12
A History of ViolenceåÊ,57
Transporter 2åÊ,73
The Quick and the DeadåÊ,86
Laws of AttractionåÊ,43
Bringing Out the DeadåÊ,43
Repo MenåÊ,23
Dragon Wars: D-WaråÊ,42
BogusåÊ,63
The Incredible Burt WonderstoneåÊ,62
Cats Don't DanceåÊ,33
Cradle Will RockåÊ,33
The Good GermanåÊ,66
George and the DragonåÊ,25
Apocalypse NowåÊ,77
Going the DistanceåÊ,43
Mr. Holland's OpusåÊ,38
CriminalåÊ,23
Out of AfricaåÊ,2
FlightåÊ,16
MoonrakeråÊ,92
The Grand Budapest HotelåÊ,60
Hearts in AtlantisåÊ,97
ArachnophobiaåÊ,52
FrequencyåÊ,50
GhostbustersåÊ,64
VacationåÊ,60
Get ShortyåÊ,68
ChicagoåÊ,9
Big DaddyåÊ,51
American Pie 2åÊ,4
Toy StoryåÊ,78
SpeedåÊ,11
The VowåÊ,94
Extraordinary MeasuresåÊ,74
Remember the TitansåÊ,64
The Hunt for Red OctoberåÊ,11
Lee Daniels' The ButleråÊ,64
Dodgeball: A True Underdog StoryåÊ,34
The Addams FamilyåÊ,34
Ace Ventura: When Nature CallsåÊ,58
The Princess DiariesåÊ,58
The First Wives ClubåÊ,20
Se7enåÊ,76
District 9åÊ,64
The SpongeBob SquarePants MovieåÊ,89
Mystic RiveråÊ,79
Million Dollar BabyåÊ,76
Analyze ThisåÊ,58
The NotebookåÊ,5
27 DressesåÊ,21
Hannah Montana: The MovieåÊ,77
Rugrats in Paris: The MovieåÊ,21
The Prince of TidesåÊ,21
Legends of the FallåÊ,10
Up in the AiråÊ,89
About SchmidtåÊ,10
Warm BodiesåÊ,10
LooperåÊ,10
Down to EarthåÊ,92
BabeåÊ,10
Hope SpringsåÊ,92
Forgetting Sarah MarshallåÊ,92
Friday Night LightsåÊ            ,25
Four BrothersåÊ,68
Baby MamaåÊ,41
Hope FloatsåÊ,41
Bride WarsåÊ,60
Without a PaddleåÊ,60
13 Going on 30åÊ,22
Midnight in ParisåÊ,22
The Nut JobåÊ,92
BlowåÊ,52
Message in a BottleåÊ,52
Star Trek V: The Final FrontieråÊ,22
Like MikeåÊ,81
Naked Gun 33 1/3: The Final InsultåÊ,81
A View to a KillåÊ,81
The Curse of the Were-RabbitåÊ,22
P.S. I Love YouåÊ,52
Racing StripesåÊ,6
AtonementåÊ,81
Letters to JulietåÊ,52
Black RainåÊ,50
The Three StoogesåÊ,50
Corpse BrideåÊ,52
Glory RoadåÊ,73
SicarioåÊ,6
SouthpawåÊ,52
Drag Me to HellåÊ,73
The Age of AdalineåÊ,73
Secondhand LionsåÊ,73
Step Up 3DåÊ,73
Blue CrushåÊ,28
Stranger Than FictionåÊ,28
30 Days of NightåÊ,28
The Cabin in the WoodsåÊ,73
Meet the SpartansåÊ,56
Midnight RunåÊ,56
The Running ManåÊ,56
Little Shop of HorrorsåÊ,56
HannaåÊ,28
The FamilyåÊ            ,25
Mortal Kombat: AnnihilationåÊ,75
Larry CrowneåÊ,37
CarrieåÊ,37
Take the LeadåÊ,37
EntourageåÊ            ,25
Gridiron GangåÊ,56
What's the Worst That Could Happen?åÊ,57
9åÊ,57
Side EffectsåÊ,57
The Prince and MeåÊ,13
Winnie the PoohåÊ,13
Dumb and Dumberer: When Harry Met LloydåÊ,25
BulworthåÊ,25
Get on UpåÊ,72
One True ThingåÊ,62
VirtuosityåÊ,97
My Super Ex-GirlfriendåÊ,62
Deliver Us from EvilåÊ,72
SanctumåÊ,62
Little Black BookåÊ,0
The Five-Year EngagementåÊ,13
Mr 3000åÊ,62
The Next Three DaysåÊ,0
UltravioletåÊ,86
Assault on Precinct 13åÊ,0
The Replacement KillersåÊ,86
FledåÊ,43
Eight Legged FreaksåÊ,43
Love & Other DrugsåÊ,57
88 MinutesåÊ,43
North CountryåÊ,86
The Whole Ten YardsåÊ,83
SpliceåÊ,43
Howard the DuckåÊ,83
Pride and GloryåÊ,83
The CaveåÊ,83
Alex & EmmaåÊ,23
Wicker ParkåÊ,74
Fright NightåÊ,86
The New WorldåÊ,74
Wing CommanderåÊ,74
In DreamsåÊ,74
Dragonball: EvolutionåÊ,42
The Last StandåÊ,74
GodsendåÊ,23
Chasing LibertyåÊ,74
Hoodwinked Too! Hood vs. EvilåÊ,42
An Unfinished LifeåÊ,14
The Imaginarium of Doctor ParnassusåÊ,14
Barney's VersionåÊ,14
TrappedåÊ            ,25
Runner RunneråÊ,86
AntitruståÊ,42
GloryåÊ,13
Once Upon a Time in AmericaåÊ,63
Dead Man DownåÊ,42
The Merchant of VeniceåÊ,63
The Good ThiefåÊ,33
SupercrossåÊ,33
Miss PotteråÊ,33
The PromiseåÊ,5
DOA: Dead or AliveåÊ,5
The Assassination of Jesse James by the Coward Robert FordåÊ,63
1911åÊ,5
Little NicholasåÊ,25
Wild CardåÊ,25
Machine Gun PreacheråÊ,5
Animals UnitedåÊ,25
The Color of FreedomåÊ,25
United PassionsåÊ,25
Grace of MonacoåÊ,25
A Warrior's TailåÊ,25
Ripley's GameåÊ,25
Sausage PartyåÊ,25
Pitch Perfect 2åÊ,96
Walk the LineåÊ,11
12 MonkeysåÊ            ,25
Keeping the FaithåÊ,75
The BorrowersåÊ,62
Frost/NixonåÊ,86
Confessions of a Dangerous MindåÊ,25
Serving SaraåÊ,43
The BossåÊ,92
Cry FreedomåÊ,88
MumfordåÊ,63
Seed of ChuckyåÊ,43
The JacketåÊ,88
AladdinåÊ,39
Straight Outta ComptonåÊ,51
Indiana Jones and the Temple of DoomåÊ,69
The Rugrats MovieåÊ,76
Along Came a SpideråÊ,68
Florence Foster JenkinsåÊ,25
Once Upon a Time in MexicoåÊ,22
Die HardåÊ,38
Role ModelsåÊ,10
The Big ShortåÊ,46
Taking WoodstockåÊ,14
MiracleåÊ,92
Dawn of the DeadåÊ,60
The Wedding PlanneråÊ,41
Harlock: Space PirateåÊ,25
The Royal TenenbaumsåÊ,52
IdentityåÊ,81
Last VegasåÊ,92
For Your Eyes OnlyåÊ,92
SerendipityåÊ,81
TimecopåÊ,50
ZoolanderåÊ,50
Safe HavenåÊ,46
Hocus PocusåÊ,28
No ReservationsåÊ,73
Kick-AssåÊ,6
30 Minutes or LessåÊ,75
Dracula 2000åÊ,12
"Alexander and the Terrible, Horrible, No Good, Very Bad DayåÊ",10
Pride & PrejudiceåÊ,56
Blade RunneråÊ,13
Rob RoyåÊ,57
3 Days to KillåÊ,72
We Own the NightåÊ,13
Lost SoulsåÊ,43
Winged MigrationåÊ,42
Just My LuckåÊ,43
"Mystery, AlaskaåÊ",14
The Spy Next DooråÊ,97
A Simple WishåÊ,14
Ghosts of MarsåÊ,14
Our Brand Is CrisisåÊ,88
Pride and Prejudice and ZombiesåÊ,42
KundunåÊ,88
How to Lose Friends & Alienate PeopleåÊ,33
Kick-Ass 2åÊ,72
Captain Alatriste: The Spanish MusketeeråÊ,25
Brick MansionsåÊ,0
OctopussyåÊ,10
Knocked UpåÊ,59
My Sister's KeeperåÊ,6
"Welcome Home, Roscoe JenkinsåÊ",73
A Passage to IndiaåÊ,25
Notes on a ScandalåÊ,43
RenditionåÊ,42
LimitlessåÊ            ,25
Star Trek VI: The Undiscovered CountryåÊ,21
Divine Secrets of the Ya-Ya SisterhoodåÊ,46
The Jungle BookåÊ,54
Kiss the GirlsåÊ,41
The Blues BrothersåÊ,52
The Sisterhood of the Traveling Pants 2åÊ,50
Joyful NoiseåÊ,57
About a BoyåÊ,28
Lake PlacidåÊ,57
Lucky Number SlevinåÊ,62
The Right StuffåÊ,0
AnonymousåÊ,63
The NeverEnding StoryåÊ,25
Dark CityåÊ,23
The DuchessåÊ,23
The HoneymoonersåÊ            ,25
Return to OzåÊ,25
The Newton BoysåÊ,42
Case 39åÊ,23
Suspect ZeroåÊ,14
Martian ChildåÊ,14
Spy Kids: All the Time in the World in 4DåÊ,56
Money MonsteråÊ,28
Formula 51åÊ,63
FlawlessåÊ,63
MindhuntersåÊ,63
What Just HappenedåÊ,66
The StatementåÊ,5
The Magic FluteåÊ,25
Paul Blart: Mall CopåÊ,0
Freaky FridayåÊ,58
The 40-Year-Old VirginåÊ,58
Shakespeare in LoveåÊ,76
A Walk Among the TombstonesåÊ,25
Kindergarten CopåÊ,79
Pineapple ExpressåÊ,2
Ever After: A Cinderella StoryåÊ,10
Open RangeåÊ,60
FlatlinersåÊ,41
It's Always Sunny in PhiladelphiaåÊ            ,25
A Bridge Too FaråÊ,81
Red EyeåÊ,60
Final Destination 2åÊ,6
"O Brother, Where Art Thou?åÊ",50
LegionåÊ,28
Pain & GainåÊ,81
In Good CompanyåÊ,50
ClockstoppersåÊ,75
SilveradoåÊ,12
BrothersåÊ,13
Agent Cody Banks 2: Destination LondonåÊ,62
New Year's EveåÊ,52
Original SinåÊ,83
The RavenåÊ,83
Welcome to MooseportåÊ,23
Highlander: The Final DimensionåÊ,23
Blood and WineåÊ,66
Snow White: A Tale of TerroråÊ,25
The Curse of the Jade ScorpionåÊ,14
Accidental LoveåÊ,25
FlipperåÊ,0
Self/lessåÊ,74
The Constant GardeneråÊ,12
The Passion of the ChriståÊ,5
Mrs. DoubtfireåÊ,39
Rain ManåÊ,9
Gran TorinoåÊ,59
W.åÊ,25
TakenåÊ,4
The Best of MeåÊ,13
The BodyguardåÊ,11
Schindler's ListåÊ,91
The HelpåÊ,67
The Fifth EstateåÊ,33
Scooby-Doo 2: Monsters UnleashedåÊ,89
ViyåÊ,25
Freddy vs. JasonåÊ,38
The Face of an AngelåÊ,25
Jimmy Neutron: Boy GeniusåÊ,38
CloverfieldåÊ,77
Teenage Mutant Ninja Turtles II: The Secret of the OozeåÊ,77
The UntouchablesåÊ,21
No Country for Old MenåÊ,68
Ride AlongåÊ,30
