movie_title,Watch[1] or Not[0]
From Paris with LoveåÊ,0
Bulletproof MonkåÊ,0
"Me, Myself & IreneåÊ",0
BarnyardåÊ,0
Deck the HallsåÊ,0
The Twilight Saga: New MoonåÊ,1
ShrekåÊ,1
The Adjustment BureauåÊ,0
Robin Hood: Prince of ThievesåÊ,1
Jerry MaguireåÊ,1
TedåÊ,1
As Good as It GetsåÊ,1
Patch AdamsåÊ,1
Anchorman 2: The Legend ContinuesåÊ,0
Mr. DeedsåÊ,1
Super 8åÊ,1
Erin BrockovichåÊ,1
How to Lose a Guy in 10 DaysåÊ,0
22 Jump StreetåÊ,1
Interview with the Vampire: The Vampire ChroniclesåÊ,0
Yes ManåÊ,0
Central IntelligenceåÊ,1
StepmomåÊ,0
Daddy's HomeåÊ,1
Into the WoodsåÊ,1
Inside ManåÊ,0
PaybackåÊ,0
CongoåÊ,0
We Bought a ZooåÊ,0
KnowingåÊ,0
Failure to LaunchåÊ,0
The Ring TwoåÊ,0
"Crazy, Stupid, Love.åÊ",0
GarfieldåÊ,0
Christmas with the KranksåÊ,0
MoneyballåÊ,0
OutbreakåÊ,0
Non-StopåÊ,0
Race to Witch MountainåÊ,0
V for VendettaåÊ,0
Shanghai KnightsåÊ,0
UnforgottenåÊ            ,0
Curious GeorgeåÊ,0
Herbie Fully LoadedåÊ,0
Don't Say a WordåÊ,0
Hansel & Gretel: Witch HuntersåÊ,0
UnfaithfulåÊ,0
I Am Number FouråÊ,0
SyrianaåÊ,0
13 HoursåÊ,0
The Book of LifeåÊ,0
FirewallåÊ,0
Absolute PoweråÊ,0
G.I. JaneåÊ,0
The GameåÊ,0
Silent HillåÊ,0
The ReplacementsåÊ,0
American ReunionåÊ,0
The NegotiatoråÊ,0
Into the StormåÊ,0
Beverly Hills Cop IIIåÊ,0
Gremlins 2: The New BatchåÊ,0
The JudgeåÊ,0
The PeacemakeråÊ,0
Resident Evil: ApocalypseåÊ,0
Bridget Jones: The Edge of ReasonåÊ,0
Out of TimeåÊ,0
On Deadly GroundåÊ,0
The Adventures of Sharkboy and Lavagirl 3-DåÊ,0
The BeachåÊ,0
Raising HelenåÊ,0
Ninja AssassinåÊ,0
For Love of the GameåÊ,0
A Touch of FroståÊ            ,0
StripteaseåÊ,0
MarmadukeåÊ,0
HereafteråÊ,0
Murder by NumbersåÊ,0
AssassinsåÊ,0
Hannibal RisingåÊ,0
The Story of UsåÊ,0
The HoståÊ,0
BasicåÊ,0
Blood WorkåÊ,0
The InternationalåÊ,0
Escape from L.A.åÊ,0
TwistedåÊ            ,0
The Iron GiantåÊ,0
The Life Aquatic with Steve ZissouåÊ,0
Free State of JonesåÊ,0
The Life of David GaleåÊ,0
Man of the HouseåÊ,0
Run All NightåÊ,0
Eastern PromisesåÊ,0
Into the BlueåÊ,0
The Messenger: The Story of Joan of ArcåÊ,0
Your HighnessåÊ,0
Dream HouseåÊ,0
Mad CityåÊ,0
Baby's Day OutåÊ,0
The Scarlet LetteråÊ,0
Fair GameåÊ,0
DefianceåÊ            ,0
DominoåÊ,0
JadeåÊ,0
GameråÊ,0
Beautiful CreaturesåÊ,0
Death to SmoochyåÊ,0
Zoolander 2åÊ,0
The Big BounceåÊ,0
What Planet Are You From?åÊ,0
Drive AngryåÊ,0
Street Fighter: The Legend of Chun-LiåÊ,0
The OneåÊ,0
OutlanderåÊ            ,0
The Adventures of Ford FairlaneåÊ,0
Pirate RadioåÊ,0
TrafficåÊ,1
Indiana Jones and the Last CrusadeåÊ,1
Anna KareninaåÊ,0
ChappieåÊ,0
The Bone CollectoråÊ,0
Panic RoomåÊ,0
The Tooth FairyåÊ,0
Three KingsåÊ,0
Child 44åÊ,0
Rat RaceåÊ,0
K-PAXåÊ,0
Kate & LeopoldåÊ,0
BedazzledåÊ,0
The Cotton ClubåÊ,0
3:10 to YumaåÊ,0
Taken 3åÊ,0
Out of SightåÊ,0
The Cable GuyåÊ,0
EarthåÊ,0
Dick TracyåÊ,0
The Thomas Crown AffairåÊ,0
Riding in Cars with BoysåÊ,0
First BloodåÊ,0
SolarisåÊ,0
Happily N'Ever AfteråÊ,0
Mary ReillyåÊ,0
My Best Friend's WeddingåÊ,1
America's SweetheartsåÊ,0
InsomniaåÊ,0
Star Trek: First ContactåÊ,0
Jonah HexåÊ,0
Courage Under FireåÊ,0
Liar LiaråÊ,1
The InfiltratoråÊ,0
InchonåÊ,0
The FlintstonesåÊ,1
Taken 2åÊ,1
Scary Movie 3åÊ,0
Miss CongenialityåÊ,0
Journey to the Center of the EarthåÊ,0
The Princess Diaries 2: Royal EngagementåÊ,0
The Pelican BriefåÊ,0
The ClientåÊ,0
The Bucket ListåÊ,0
Patriot GamesåÊ,0
Monster-in-LawåÊ,0
PrisonersåÊ,0
Training DayåÊ,0
Galaxy QueståÊ,0
Scary Movie 2åÊ,0
The MuppetsåÊ,0
BladeåÊ,0
Coach CarteråÊ,0
Changing LanesåÊ,0
AnacondaåÊ,0
Coyote UglyåÊ,0
Love ActuallyåÊ,0
A Bug's LifeåÊ,1
From HellåÊ,0
The SpecialiståÊ,0
Tin CupåÊ,0
"Yours, Mine and OursåÊ",0
Kicking & ScreamingåÊ,0
The Hitchhiker's Guide to the GalaxyåÊ,0
Fat AlbertåÊ,0
Resident Evil: ExtinctionåÊ,0
BlendedåÊ,0
Last HolidayåÊ,0
The River WildåÊ,0
The Indian in the CupboardåÊ,0
SavagesåÊ,0
CellularåÊ,0
Johnny EnglishåÊ,0
The Ant BullyåÊ,0
DuneåÊ,0
Across the UniverseåÊ,0
Revolutionary RoadåÊ,0
16 BlocksåÊ,0
Babylon A.D.åÊ,0
The Glimmer ManåÊ,0
MultiplicityåÊ,0
Aliens in the AtticåÊ,0
The PledgeåÊ,0
The ProducersåÊ,0
DreddåÊ,0
The PhantomåÊ,0
All the Pretty HorsesåÊ,0
NixonåÊ,0
The Ghost WriteråÊ,0
Deep RisingåÊ,0
Miracle at St. AnnaåÊ,0
Curse of the Golden FloweråÊ,0
Bangkok DangerousåÊ,0
Big TroubleåÊ,0
Love in the Time of CholeraåÊ,0
The ReturnedåÊ            ,0
Shadow ConspiracyåÊ,0
Johnny English RebornåÊ,0
Foodfight!åÊ,0
ArgoåÊ,1
The FugitiveåÊ,1
The Bounty HunteråÊ,0
SleepersåÊ,0
Rambo: First Blood Part IIåÊ,1
The JuroråÊ,0
PinocchioåÊ,0
Heaven's GateåÊ,0
Underworld: EvolutionåÊ,0
Victor FrankensteinåÊ,0
Finding ForresteråÊ,0
28 DaysåÊ,0
UnleashedåÊ,0
The Sweetest ThingåÊ,0
The FirmåÊ,1
Charlie St. CloudåÊ,0
The MechanicåÊ,0
21 Jump StreetåÊ,1
Notting HillåÊ,1
Chicken RunåÊ,0
Along Came PollyåÊ,0
BoomerangåÊ,0
The HeatåÊ,1
CleopatraåÊ,0
Here Comes the BoomåÊ,0
High CrimesåÊ,0
The Mirror Has Two FacesåÊ,0
The Mothman PropheciesåÊ,0
BrÌ_noåÊ,0
Licence to KillåÊ,0
Red Riding HoodåÊ,0
15 MinutesåÊ,0
Super Mario Bros.åÊ,0
Lord of WaråÊ,0
HeroåÊ,0
One for the MoneyåÊ,0
The InterviewåÊ,0
The Warrior's WayåÊ,0
McHale's NavyåÊ            ,0
MicmacsåÊ,0
8 MileåÊ,1
Animal Kingdom: Let's go ApeåÊ,0
A Knight's TaleåÊ,0
The MedallionåÊ,0
The Sixth SenseåÊ,1
Man on a LedgeåÊ,0
The Big YearåÊ,0
The Karate KidåÊ,0
American HustleåÊ,1
The ProposalåÊ,1
Double JeopardyåÊ,1
Back to the Future Part IIåÊ,1
LucyåÊ,1
Fifty Shades of GreyåÊ,1
Spy Kids 3-D: Game OveråÊ,1
A Time to KillåÊ,0
Cheaper by the DozenåÊ,1
Lone SurvivoråÊ,1
A League of Their OwnåÊ,0
The Conjuring 2åÊ,0
The Social NetworkåÊ,0
He's Just Not That Into YouåÊ,0
Scary Movie 4åÊ,0
Scream 3åÊ,0
Back to the Future Part IIIåÊ,0
Get HardåÊ,0
Bram Stoker's DraculaåÊ,0
Julie & JuliaåÊ,0
42åÊ,0
The Talented Mr. RipleyåÊ,0
Dumb and Dumber ToåÊ,0
Eight BelowåÊ,0
The InternåÊ,0
Ride Along 2åÊ,0
The Last of the MohicansåÊ,0
RayåÊ,0
Sin CityåÊ,0
Vantage PointåÊ,0
"I Love You, ManåÊ",0
Shallow HalåÊ,0
JFKåÊ,0
Big Momma's House 2åÊ,0
The MexicanåÊ,0
UnbrokenåÊ,1
17 AgainåÊ,0
The Other WomanåÊ,0
The Final DestinationåÊ,0
Bridge of SpiesåÊ,0
Behind Enemy LinesåÊ,0
Get Him to the GreekåÊ,0
Shall We DanceåÊ,0
Small SoldiersåÊ,0
SpawnåÊ,0
The Count of Monte CristoåÊ,0
The Lincoln LawyeråÊ,0
UnknownåÊ,0
The PrestigeåÊ,0
Horrible Bosses 2åÊ,0
Escape from Planet EarthåÊ,0
ApocalyptoåÊ,0
The Living DaylightsåÊ,0
PredatorsåÊ,0
Legal EaglesåÊ,0
Secret WindowåÊ,0
The Lake HouseåÊ,0
The Skeleton KeyåÊ,0
The Odd Life of Timothy GreenåÊ,0
Made of HonoråÊ,0
Jersey BoysåÊ,0
The RainmakeråÊ,0
GothikaåÊ,0
AmistadåÊ,0
Medicine ManåÊ,0
Aliens vs. Predator: RequiemåÊ,0
Riå¢hie Riå¢håÊ,0
Autumn in New YorkåÊ,0
Music and LyricsåÊ,0
PaulåÊ,0
The Guilt TripåÊ,0
Scream 4åÊ,0
8MMåÊ,0
The DoorsåÊ,0
Sex TapeåÊ,0
Hanging UpåÊ,0
Final Destination 5åÊ,0
Mickey Blue EyesåÊ,0
Pay It ForwardåÊ,0
Fever PitchåÊ,0
ArthuråÊ            ,0
Drillbit TayloråÊ,0
A Million Ways to Die in the WeståÊ,0
The ShadowåÊ,0
Extremely Loud & Incredibly CloseåÊ,0
Morning GloryåÊ,0
Get Rich or Die Tryin'åÊ,0
The Art of WaråÊ,0
RentåÊ,0
Bless the ChildåÊ,0
The Out-of-TownersåÊ,0
The Island of Dr. MoreauåÊ,0
The MusketeeråÊ,0
The Other Boleyn GirlåÊ,0
Sweet NovemberåÊ,0
The ReapingåÊ,0
Mean StreetsåÊ,0
Renaissance ManåÊ,0
ColombianaåÊ,0
The Magic Sword: Quest for CamelotåÊ,0
City by the SeaåÊ,0
At First SightåÊ,0
TorqueåÊ,0
City HallåÊ,0
ShowgirlsåÊ,0
Marie AntoinetteåÊ,0
Kiss of DeathåÊ,0
Get CarteråÊ,0
The ImpossibleåÊ,0
IshtaråÊ,0
Fantastic Mr. FoxåÊ,0
Life or Something Like ItåÊ,0
Memoirs of an Invisible ManåÊ,0
AmÌ©lieåÊ,0
New York MinuteåÊ,0
AlfieåÊ,0
Big MiracleåÊ,0
The Deep End of the OceanåÊ,0
FeardotcomåÊ,0
Cirque du Freak: The Vampire's AssistantåÊ,0
Victor FrankensteinåÊ,0
DuplexåÊ,0
Soul MenåÊ,0
Raise the TitanicåÊ,0
Universal Soldier: The ReturnåÊ,0
PandorumåÊ,0
ImpostoråÊ,0
Extreme OpsåÊ,0
Just VisitingåÊ,0
SunshineåÊ,0
A Thousand WordsåÊ,0
DelgoåÊ,0
The GunmanåÊ,0
Alex Rider: Operation StormbreakeråÊ,0
DisturbiaåÊ,0
HackersåÊ,0
The Hunting PartyåÊ,0
The Hudsucker ProxyåÊ,0
The WarlordsåÊ,0
Nomad: The WarrioråÊ,0
SnowpierceråÊ,0
A Monster in ParisåÊ,0
The Last ShotåÊ,0
The CrowåÊ,0
Baahubali: The BeginningåÊ,0
The Time Traveler's WifeåÊ,0
Because I Said SoåÊ,0
The Fast and the FuriousåÊ,1
FrankenweenieåÊ,0
SerenityåÊ,0
Against the RopesåÊ,0
Superman IIIåÊ,0
Grudge MatchåÊ,0
Red CliffåÊ,0
Sweet Home AlabamaåÊ,1
The Ugly TruthåÊ,0
Sgt. BilkoåÊ,0
Spy Kids 2: Island of Lost DreamsåÊ,0
Star Trek: GenerationsåÊ,0
The GrandmasteråÊ,0
Water for ElephantsåÊ,0
3rd Rock from the SunåÊ            ,0
Dragon Nest: Warriors' DawnåÊ,0
The HurricaneåÊ,0
EnoughåÊ,0
HeartbreakersåÊ,0
Paul Blart: Mall Cop 2åÊ,0
Angel EyesåÊ,0
Joe SomebodyåÊ,0
The Ninth GateåÊ,0
Extreme MeasuresåÊ,0
Rock StaråÊ,0
PreciousåÊ,0
White SquallåÊ,0
The ThingåÊ,0
RiddickåÊ,0
SwitchbackåÊ,0
Texas RangersåÊ,0
City of EmberåÊ,0
The MasteråÊ,0
Virgin TerritoryåÊ,0
The ExpressåÊ,0
The 5th WaveåÊ,0
CreedåÊ,0
The TownåÊ,0
What to Expect When You're ExpectingåÊ,0
Burn After ReadingåÊ,0
Nim's IslandåÊ,0
RushåÊ,0
MagnoliaåÊ,0
Cop OutåÊ,0
How to Be SingleåÊ,0
Dolphin TaleåÊ,0
TwilightåÊ,1
John QåÊ,0
Blue StreakåÊ,0
We're the MillersåÊ,1
Obitaemyy ostrovåÊ,0
BreakdownåÊ,0
Never Say Never AgainåÊ,0
Hot Tub Time MachineåÊ,0
Dolphin Tale 2åÊ,0
Reindeer GamesåÊ,0
A Man ApartåÊ,0
AlohaåÊ,0
Ghosts of MississippiåÊ,0
Snow Falling on CedarsåÊ,0
The RiteåÊ,0
GattacaåÊ,0
Isn't She GreatåÊ,0
Space ChimpsåÊ,0
Head of StateåÊ,0
The HangoveråÊ,1
Ip Man 3åÊ,0
Austin Powers: The Spy Who Shagged MeåÊ,1
BatmanåÊ,1
There Be DragonsåÊ,0
Lethal Weapon 3åÊ,1
The Blind SideåÊ,1
Rush HouråÊ            ,0
Spy KidsåÊ,1
Horrible BossesåÊ,1
True GritåÊ,1
The Devil Wears PradaåÊ,1
Star Trek: The Motion PictureåÊ,0
Identity ThiefåÊ,1
Cape FearåÊ,0
21åÊ,0
TrainwreckåÊ,0
Guess WhoåÊ,0
The English PatientåÊ,0
L.A. ConfidentialåÊ,0
Sky HighåÊ,0
In & OutåÊ,0
SpeciesåÊ,0
A Nightmare on Elm StreetåÊ,0
The CellåÊ,0
The Man in the Iron MaskåÊ,0
SecretariatåÊ,0
TMNTåÊ,0
RadioåÊ,0
Friends with BenefitsåÊ,0
Neighbors 2: Sorority RisingåÊ,0
Saving Mr. BanksåÊ,0
Malcolm XåÊ,0
This Is 40åÊ,0
Old DogsåÊ,0
Underworld: Rise of the LycansåÊ,0
License to WedåÊ,0
The BenchwarmersåÊ,0
Must Love DogsåÊ,0
Donnie BrascoåÊ,0
Resident EvilåÊ,0
PoltergeiståÊ,0
The LadykillersåÊ,0
Max PayneåÊ,0
In TimeåÊ,0
The Back-up PlanåÊ,0
Something BorrowedåÊ,0
Hit the FlooråÊ            ,0
Black KnightåÊ,0
The Bad News BearsåÊ,0
Street FighteråÊ,0
The PianiståÊ,0
From HellåÊ,0
The Nativity StoryåÊ,0
House of WaxåÊ,0
CloseråÊ,0
J. EdgaråÊ,0
MirrorsåÊ,0
Queen of the DamnedåÊ,0
Predator 2åÊ,0
UntraceableåÊ,0
Blast from the PaståÊ,0
Flash GordonåÊ,0
Jersey GirlåÊ,0
Alex CrossåÊ,0
Midnight in the Garden of Good and EvilåÊ,0
HeiståÊ,0
Nanny McPhee ReturnsåÊ,0
HoffaåÊ,0
The X Files: I Want to BelieveåÊ,0
Ella EnchantedåÊ,0
ConcussionåÊ,0
AbductionåÊ,0
ValiantåÊ,0
Wonder BoysåÊ,0
Superhero MovieåÊ,0
Broken CityåÊ,0
CursedåÊ,0
Premium RushåÊ,0
Hot PursuitåÊ,0
The Four FeathersåÊ,0
ParkeråÊ,0
WimbledonåÊ,0
Furry VengeanceåÊ,0
BaitåÊ,0
KrullåÊ,0
Lions for LambsåÊ,0
Flight of the IntruderåÊ,0
Walk Hard: The Dewey Cox StoryåÊ,0
The Shipping NewsåÊ,0
American OutlawsåÊ,0
The Young VictoriaåÊ,0
WhiteoutåÊ,0
The Tree of LifeåÊ,0
Knock OffåÊ,0
SabotageåÊ,0
The OrderåÊ,0
Punisher: War ZoneåÊ,0
ZoomåÊ,0
The WalkåÊ,0
Warriors of VirtueåÊ,0
A Good YearåÊ,0
LutheråÊ            ,0
Radio FlyeråÊ,0
"Blood In, Blood OutåÊ",0
Smilla's Sense of SnowåÊ,0
Femme FataleåÊ,0
Lion of the DesertåÊ,0
The Horseman on the RoofåÊ,0
Ride with the DevilåÊ,0
BiutifulåÊ,0
The LoversåÊ,0
BandidasåÊ,0
Black Water TransitåÊ,0
The Maze RunneråÊ,0
Unfinished BusinessåÊ,0
The Age of InnocenceåÊ,0
The FountainåÊ,0
Chill FactoråÊ,0
StolenåÊ,0
PonyoåÊ,0
The Longest RideåÊ,0
The Astronaut's WifeåÊ,0
I Dreamed of AfricaåÊ,0
Playing for KeepsåÊ,0
Mandela: Long Walk to FreedomåÊ,0
RedsåÊ,0
A Few Good MenåÊ,1
Exit WoundsåÊ,0
Big Momma's HouseåÊ,1
Thunder and the House of MagicåÊ,0
The Darkest HouråÊ,0
Step Up RevolutionåÊ,0
Snakes on a PlaneåÊ,0
The WatcheråÊ,0
The PunisheråÊ,0
Goal! The Dream BeginsåÊ,0
SafeåÊ,0
Pushing TinåÊ,0
Star Wars: Episode VI - Return of the JediåÊ,1
DoomsdayåÊ,0
The ReaderåÊ,0
WanderluståÊ,0
ElfåÊ,1
PhenomenonåÊ,0
Snow DogsåÊ,0
ScroogedåÊ,0
Nacho LibreåÊ,0
BridesmaidsåÊ,1
This Is the EndåÊ,0
StigmataåÊ,0
Men of HonoråÊ,0
TakersåÊ,0
The Big WeddingåÊ,0
"Big Mommas: Like Father, Like SonåÊ",0
Source CodeåÊ,0
AliveåÊ,0
The Number 23åÊ,0
The Young and Prodigious T.S. SpivetåÊ,0
1941åÊ,0
Dreamer: Inspired by a True StoryåÊ,0
A History of ViolenceåÊ,0
Transporter 2åÊ,0
The Quick and the DeadåÊ,0
Laws of AttractionåÊ,0
Bringing Out the DeadåÊ,0
Repo MenåÊ,0
Dragon Wars: D-WaråÊ,0
BogusåÊ,0
The Incredible Burt WonderstoneåÊ,0
Cats Don't DanceåÊ,0
Cradle Will RockåÊ,0
The Good GermanåÊ,0
George and the DragonåÊ,0
Apocalypse NowåÊ,0
Going the DistanceåÊ,0
Mr. Holland's OpusåÊ,0
CriminalåÊ,0
Out of AfricaåÊ,0
FlightåÊ,0
MoonrakeråÊ,0
The Grand Budapest HotelåÊ,0
Hearts in AtlantisåÊ,0
ArachnophobiaåÊ,0
FrequencyåÊ,0
GhostbustersåÊ,1
VacationåÊ,0
Get ShortyåÊ,0
ChicagoåÊ,1
Big DaddyåÊ,1
American Pie 2åÊ,1
Toy StoryåÊ,1
SpeedåÊ,1
The VowåÊ,1
Extraordinary MeasuresåÊ,0
Remember the TitansåÊ,1
The Hunt for Red OctoberåÊ,1
Lee Daniels' The ButleråÊ,1
Dodgeball: A True Underdog StoryåÊ,1
The Addams FamilyåÊ,1
Ace Ventura: When Nature CallsåÊ,0
The Princess DiariesåÊ,0
The First Wives ClubåÊ,0
Se7enåÊ,0
District 9åÊ,1
The SpongeBob SquarePants MovieåÊ,0
Mystic RiveråÊ,0
Million Dollar BabyåÊ,0
Analyze ThisåÊ,0
The NotebookåÊ,0
27 DressesåÊ,0
Hannah Montana: The MovieåÊ,0
Rugrats in Paris: The MovieåÊ,0
The Prince of TidesåÊ,0
Legends of the FallåÊ,0
Up in the AiråÊ,0
About SchmidtåÊ,0
Warm BodiesåÊ,0
LooperåÊ,0
Down to EarthåÊ,0
BabeåÊ,0
Hope SpringsåÊ,0
Forgetting Sarah MarshallåÊ,0
Friday Night LightsåÊ            ,0
Four BrothersåÊ,0
Baby MamaåÊ,0
Hope FloatsåÊ,0
Bride WarsåÊ,0
Without a PaddleåÊ,0
13 Going on 30åÊ,0
Midnight in ParisåÊ,0
The Nut JobåÊ,0
BlowåÊ,0
Message in a BottleåÊ,0
Star Trek V: The Final FrontieråÊ,0
Like MikeåÊ,0
Naked Gun 33 1/3: The Final InsultåÊ,0
A View to a KillåÊ,0
The Curse of the Were-RabbitåÊ,0
P.S. I Love YouåÊ,0
Racing StripesåÊ,0
AtonementåÊ,0
Letters to JulietåÊ,0
Black RainåÊ,0
The Three StoogesåÊ,0
Corpse BrideåÊ,0
Glory RoadåÊ,0
SicarioåÊ,0
SouthpawåÊ,0
Drag Me to HellåÊ,0
The Age of AdalineåÊ,0
Secondhand LionsåÊ,0
Step Up 3DåÊ,0
Blue CrushåÊ,0
Stranger Than FictionåÊ,0
30 Days of NightåÊ,0
The Cabin in the WoodsåÊ,0
Meet the SpartansåÊ,0
Midnight RunåÊ,0
The Running ManåÊ,0
Little Shop of HorrorsåÊ,0
HannaåÊ,0
The FamilyåÊ            ,0
Mortal Kombat: AnnihilationåÊ,0
Larry CrowneåÊ,0
CarrieåÊ,0
Take the LeadåÊ,0
EntourageåÊ            ,0
Gridiron GangåÊ,0
What's the Worst That Could Happen?åÊ,0
9åÊ,0
Side EffectsåÊ,0
The Prince and MeåÊ,0
Winnie the PoohåÊ,0
Dumb and Dumberer: When Harry Met LloydåÊ,0
BulworthåÊ,0
Get on UpåÊ,0
One True ThingåÊ,0
VirtuosityåÊ,0
My Super Ex-GirlfriendåÊ,0
Deliver Us from EvilåÊ,0
SanctumåÊ,0
Little Black BookåÊ,0
The Five-Year EngagementåÊ,0
Mr 3000åÊ,0
The Next Three DaysåÊ,0
UltravioletåÊ,0
Assault on Precinct 13åÊ,0
The Replacement KillersåÊ,0
FledåÊ,0
Eight Legged FreaksåÊ,0
Love & Other DrugsåÊ,0
88 MinutesåÊ,0
North CountryåÊ,0
The Whole Ten YardsåÊ,0
SpliceåÊ,0
Howard the DuckåÊ,0
Pride and GloryåÊ,0
The CaveåÊ,0
Alex & EmmaåÊ,0
Wicker ParkåÊ,0
Fright NightåÊ,0
The New WorldåÊ,0
Wing CommanderåÊ,0
In DreamsåÊ,0
Dragonball: EvolutionåÊ,0
The Last StandåÊ,0
GodsendåÊ,0
Chasing LibertyåÊ,0
Hoodwinked Too! Hood vs. EvilåÊ,0
An Unfinished LifeåÊ,0
The Imaginarium of Doctor ParnassusåÊ,0
Barney's VersionåÊ,0
TrappedåÊ            ,0
Runner RunneråÊ,0
AntitruståÊ,0
GloryåÊ,0
Once Upon a Time in AmericaåÊ,0
Dead Man DownåÊ,0
The Merchant of VeniceåÊ,0
The Good ThiefåÊ,0
SupercrossåÊ,0
Miss PotteråÊ,0
The PromiseåÊ,0
DOA: Dead or AliveåÊ,0
The Assassination of Jesse James by the Coward Robert FordåÊ,0
1911åÊ,0
Little NicholasåÊ,0
Wild CardåÊ,0
Machine Gun PreacheråÊ,0
Animals UnitedåÊ,0
The Color of FreedomåÊ,0
United PassionsåÊ,0
Grace of MonacoåÊ,0
A Warrior's TailåÊ,0
Ripley's GameåÊ,0
Sausage PartyåÊ,0
Pitch Perfect 2åÊ,1
Walk the LineåÊ,1
12 MonkeysåÊ            ,0
Keeping the FaithåÊ,0
The BorrowersåÊ,0
Frost/NixonåÊ,0
Confessions of a Dangerous MindåÊ,0
Serving SaraåÊ,0
The BossåÊ,0
Cry FreedomåÊ,0
MumfordåÊ,0
Seed of ChuckyåÊ,0
The JacketåÊ,0
AladdinåÊ,1
Straight Outta ComptonåÊ,1
Indiana Jones and the Temple of DoomåÊ,1
The Rugrats MovieåÊ,0
Along Came a SpideråÊ,0
Florence Foster JenkinsåÊ,0
Once Upon a Time in MexicoåÊ,0
Die HardåÊ,0
Role ModelsåÊ,0
The Big ShortåÊ,0
Taking WoodstockåÊ,0
MiracleåÊ,0
Dawn of the DeadåÊ,0
The Wedding PlanneråÊ,0
Harlock: Space PirateåÊ,0
The Royal TenenbaumsåÊ,0
IdentityåÊ,0
Last VegasåÊ,0
For Your Eyes OnlyåÊ,0
SerendipityåÊ,0
TimecopåÊ,0
ZoolanderåÊ,0
Safe HavenåÊ,0
Hocus PocusåÊ,0
No ReservationsåÊ,0
Kick-AssåÊ,0
30 Minutes or LessåÊ,0
Dracula 2000åÊ,0
"Alexander and the Terrible, Horrible, No Good, Very Bad DayåÊ",0
Pride & PrejudiceåÊ,0
Blade RunneråÊ,0
Rob RoyåÊ,0
3 Days to KillåÊ,0
We Own the NightåÊ,0
Lost SoulsåÊ,0
Winged MigrationåÊ,0
Just My LuckåÊ,0
"Mystery, AlaskaåÊ",0
The Spy Next DooråÊ,0
A Simple WishåÊ,0
Ghosts of MarsåÊ,0
Our Brand Is CrisisåÊ,0
Pride and Prejudice and ZombiesåÊ,0
KundunåÊ,0
How to Lose Friends & Alienate PeopleåÊ,0
Kick-Ass 2åÊ,0
Captain Alatriste: The Spanish MusketeeråÊ,0
Brick MansionsåÊ,0
OctopussyåÊ,0
Knocked UpåÊ,1
My Sister's KeeperåÊ,0
"Welcome Home, Roscoe JenkinsåÊ",0
A Passage to IndiaåÊ,0
Notes on a ScandalåÊ,0
RenditionåÊ,0
LimitlessåÊ            ,0
Star Trek VI: The Undiscovered CountryåÊ,0
Divine Secrets of the Ya-Ya SisterhoodåÊ,0
The Jungle BookåÊ,1
Kiss the GirlsåÊ,0
The Blues BrothersåÊ,0
The Sisterhood of the Traveling Pants 2åÊ,0
Joyful NoiseåÊ,0
About a BoyåÊ,0
Lake PlacidåÊ,0
Lucky Number SlevinåÊ,0
The Right StuffåÊ,0
AnonymousåÊ,0
The NeverEnding StoryåÊ,0
Dark CityåÊ,0
The DuchessåÊ,0
The HoneymoonersåÊ            ,0
Return to OzåÊ,0
The Newton BoysåÊ,0
Case 39åÊ,0
Suspect ZeroåÊ,0
Martian ChildåÊ,0
Spy Kids: All the Time in the World in 4DåÊ,0
Money MonsteråÊ,0
Formula 51åÊ,0
FlawlessåÊ,0
MindhuntersåÊ,0
What Just HappenedåÊ,0
The StatementåÊ,0
The Magic FluteåÊ,0
Paul Blart: Mall CopåÊ,0
Freaky FridayåÊ,0
The 40-Year-Old VirginåÊ,0
Shakespeare in LoveåÊ,0
A Walk Among the TombstonesåÊ,0
Kindergarten CopåÊ,0
Pineapple ExpressåÊ,0
Ever After: A Cinderella StoryåÊ,0
Open RangeåÊ,0
FlatlinersåÊ,0
It's Always Sunny in PhiladelphiaåÊ            ,0
A Bridge Too FaråÊ,0
Red EyeåÊ,0
Final Destination 2åÊ,0
"O Brother, Where Art Thou?åÊ",0
LegionåÊ,0
Pain & GainåÊ,0
In Good CompanyåÊ,0
ClockstoppersåÊ,0
SilveradoåÊ,0
BrothersåÊ,0
Agent Cody Banks 2: Destination LondonåÊ,0
New Year's EveåÊ,0
Original SinåÊ,0
The RavenåÊ,0
Welcome to MooseportåÊ,0
Highlander: The Final DimensionåÊ,0
Blood and WineåÊ,0
Snow White: A Tale of TerroråÊ,0
The Curse of the Jade ScorpionåÊ,0
Accidental LoveåÊ,0
FlipperåÊ,0
Self/lessåÊ,0
The Constant GardeneråÊ,0
The Passion of the ChriståÊ,0
Mrs. DoubtfireåÊ,1
Rain ManåÊ,1
Gran TorinoåÊ,1
W.åÊ,0
TakenåÊ,1
The Best of MeåÊ,0
The BodyguardåÊ,1
Schindler's ListåÊ,0
The HelpåÊ,1
The Fifth EstateåÊ,0
Scooby-Doo 2: Monsters UnleashedåÊ,0
ViyåÊ,0
Freddy vs. JasonåÊ,0
The Face of an AngelåÊ,0
Jimmy Neutron: Boy GeniusåÊ,0
CloverfieldåÊ,0
Teenage Mutant Ninja Turtles II: The Secret of the OozeåÊ,0
The UntouchablesåÊ,0
No Country for Old MenåÊ,0
Ride AlongåÊ,1
